"i","Date","Not Solved","Solved"
"3794",2013-05-21,242,206
"3795",2013-05-22,197,182
"3796",2013-05-23,239,163
"3797",2013-05-24,232,159
"3798",2013-05-25,269,228
"3799",2013-05-26,239,193
"3800",2013-05-27,202,202
"3801",2013-05-28,197,137
"3802",2013-05-29,241,184
"3803",2013-05-30,200,180
"3804",2013-05-31,248,151
"3805",2013-06-01,285,208
"3806",2013-06-02,271,173
"3807",2013-06-03,197,196
"3808",2013-06-04,212,203
"3809",2013-06-05,207,176
"3810",2013-06-06,198,161
"3811",2013-06-07,242,152
"3812",2013-06-08,272,150
"3813",2013-06-09,203,133
"3814",2013-06-10,209,187
"3815",2013-06-11,227,207
"3816",2013-06-12,249,212
"3817",2013-06-13,254,172
"3818",2013-06-14,248,133
"3819",2013-06-15,291,156
"3820",2013-06-16,239,151
"3821",2013-06-17,209,131
"3822",2013-06-18,262,155
"3823",2013-06-19,234,167
"3824",2013-06-20,240,207
"3825",2013-06-21,287,151
"3826",2013-06-22,267,141
"3827",2013-06-23,232,143
"3828",2013-06-24,212,177
"3829",2013-06-25,238,117
"3830",2013-06-26,251,159
"3831",2013-06-27,234,137
"3832",2013-06-28,266,177
"3833",2013-06-29,265,183
"3834",2013-06-30,286,217
"3835",2013-07-01,347,169
"3836",2013-07-02,203,171
"3837",2013-07-03,231,186
"3838",2013-07-04,233,204
"3839",2013-07-05,241,157
"3840",2013-07-06,223,187
"3841",2013-07-07,227,150
"3842",2013-07-08,206,182
"3843",2013-07-09,210,185
"3844",2013-07-10,267,164
"3845",2013-07-11,209,164
"3846",2013-07-12,211,149
"3847",2013-07-13,303,139
"3848",2013-07-14,260,174
"3849",2013-07-15,246,139
"3850",2013-07-16,221,182
"3851",2013-07-17,260,180
"3852",2013-07-18,236,213
"3853",2013-07-19,240,169
"3854",2013-07-20,271,189
"3855",2013-07-21,269,117
"3856",2013-07-22,223,174
"3857",2013-07-23,306,158
"3858",2013-07-24,272,132
"3859",2013-07-25,262,204
"3860",2013-07-26,251,163
"3861",2013-07-27,333,151
"3862",2013-07-28,296,162
"3863",2013-07-29,279,186
"3864",2013-07-30,229,188
"3865",2013-07-31,256,182
"3866",2013-08-01,302,186
"3867",2013-08-02,275,174
"3868",2013-08-03,298,168
"3869",2013-08-04,242,177
"3870",2013-08-05,238,181
"3871",2013-08-06,191,165
"3872",2013-08-07,242,138
"3873",2013-08-08,262,182
"3874",2013-08-09,264,148
"3875",2013-08-10,303,219
"3876",2013-08-11,278,210
"3877",2013-08-12,263,171
"3878",2013-08-13,248,192
"3879",2013-08-14,244,139
"3880",2013-08-15,297,191
"3881",2013-08-16,299,173
"3882",2013-08-17,311,189
"3883",2013-08-18,289,175
"3884",2013-08-19,220,178
"3885",2013-08-20,264,215
"3886",2013-08-21,270,167
"3887",2013-08-22,252,195
"3888",2013-08-23,245,157
"3889",2013-08-24,344,131
"3890",2013-08-25,228,158
"3891",2013-08-26,258,182
"3892",2013-08-27,242,201
"3893",2013-08-28,259,161
"3894",2013-08-29,245,176
"3895",2013-08-30,251,200
"3896",2013-08-31,246,185
"3897",2013-09-01,298,153
"3898",2013-09-02,252,164
"3899",2013-09-03,236,158
"3900",2013-09-04,269,174
"3901",2013-09-05,251,221
"3902",2013-09-06,266,178
"3903",2013-09-07,325,169
"3904",2013-09-08,330,177
"3905",2013-09-09,252,172
"3906",2013-09-10,266,147
"3907",2013-09-11,276,191
"3908",2013-09-12,291,217
"3909",2013-09-13,305,172
"3910",2013-09-14,294,190
"3911",2013-09-15,300,162
"3912",2013-09-16,270,148
"3913",2013-09-17,243,184
"3914",2013-09-18,264,181
"3915",2013-09-19,263,209
"3916",2013-09-20,268,182
"3917",2013-09-21,310,176
"3918",2013-09-22,265,134
"3919",2013-09-23,217,168
"3920",2013-09-24,286,159
"3921",2013-09-25,274,209
"3922",2013-09-26,290,214
"3923",2013-09-27,308,205
"3924",2013-09-28,334,195
"3925",2013-09-29,267,174
"3926",2013-09-30,266,163
"3927",2013-10-01,328,169
"3928",2013-10-02,285,178
"3929",2013-10-03,269,195
"3930",2013-10-04,292,220
"3931",2013-10-05,290,233
"3932",2013-10-06,275,187
"3933",2013-10-07,254,174
"3934",2013-10-08,229,209
"3935",2013-10-09,252,143
"3936",2013-10-10,259,181
"3937",2013-10-11,226,199
"3938",2013-10-12,278,177
"3939",2013-10-13,254,111
"3940",2013-10-14,217,156
"3941",2013-10-15,296,170
"3942",2013-10-16,233,193
"3943",2013-10-17,206,206
"3944",2013-10-18,292,201
"3945",2013-10-19,317,125
"3946",2013-10-20,278,165
"3947",2013-10-21,249,187
"3948",2013-10-22,225,229
"3949",2013-10-23,250,224
"3950",2013-10-24,255,201
"3951",2013-10-25,241,179
"3952",2013-10-26,319,218
"3953",2013-10-27,283,140
"3954",2013-10-28,251,165
"3955",2013-10-29,270,190
"3956",2013-10-30,252,140
"3957",2013-10-31,239,196
"3958",2013-11-01,363,228
"3959",2013-11-02,287,201
"3960",2013-11-03,220,142
"3961",2013-11-04,207,156
"3962",2013-11-05,195,167
"3963",2013-11-06,238,179
"3964",2013-11-07,254,175
"3965",2013-11-08,243,148
"3966",2013-11-09,245,157
"3967",2013-11-10,269,162
"3968",2013-11-11,215,132
"3969",2013-11-12,264,171
"3970",2013-11-13,247,203
"3971",2013-11-14,251,191
"3972",2013-11-15,266,178
"3973",2013-11-16,277,141
"3974",2013-11-17,277,157
"3975",2013-11-18,234,137
"3976",2013-11-19,241,180
"3977",2013-11-20,214,141
"3978",2013-11-21,273,161
"3979",2013-11-22,239,165
"3980",2013-11-23,303,174
"3981",2013-11-24,233,195
"3982",2013-11-25,204,149
"3983",2013-11-26,224,126
"3984",2013-11-27,218,149
"3985",2013-11-28,220,164
"3986",2013-11-29,191,128
"3987",2013-11-30,244,140
"3988",2013-12-01,299,170
"3989",2013-12-02,216,171
"3990",2013-12-03,227,186
"3991",2013-12-04,217,150
"3992",2013-12-05,225,189
"3993",2013-12-06,248,138
"3994",2013-12-07,262,113
"3995",2013-12-08,236,139
"3996",2013-12-09,209,133
"3997",2013-12-10,219,156
"3998",2013-12-11,223,145
"3999",2013-12-12,233,153
"4000",2013-12-13,246,109
"4001",2013-12-14,269,124
"4002",2013-12-15,292,97
"4003",2013-12-16,247,137
"4004",2013-12-17,246,174
"4005",2013-12-18,241,161
"4006",2013-12-19,244,204
"4007",2013-12-20,233,150
"4008",2013-12-21,250,182
"4009",2013-12-22,196,133
"4010",2013-12-23,148,101
"4011",2013-12-24,120,60
"4012",2013-12-25,125,37
"4013",2013-12-26,145,37
"4014",2013-12-27,173,110
"4015",2013-12-28,266,159
"4016",2013-12-29,254,174
"4017",2013-12-30,217,155
"4018",2013-12-31,217,164
"4019",2014-01-01,339,180
"4020",2014-01-02,197,146
"4021",2014-01-03,245,165
"4022",2014-01-04,201,196
"4023",2014-01-05,241,150
"4024",2014-01-06,187,140
"4025",2014-01-07,242,157
"4026",2014-01-08,228,171
"4027",2014-01-09,212,189
"4028",2014-01-10,235,166
"4029",2014-01-11,265,204
"4030",2014-01-12,217,162
"4031",2014-01-13,213,157
"4032",2014-01-14,257,172
"4033",2014-01-15,268,178
"4034",2014-01-16,278,179
"4035",2014-01-17,285,213
"4036",2014-01-18,287,166
"4037",2014-01-19,248,153
"4038",2014-01-20,256,127
"4039",2014-01-21,245,172
"4040",2014-01-22,198,172
"4041",2014-01-23,262,168
"4042",2014-01-24,267,189
"4043",2014-01-25,279,179
"4044",2014-01-26,295,178
"4045",2014-01-27,213,164
"4046",2014-01-28,257,160
"4047",2014-01-29,227,184
"4048",2014-01-30,218,141
"4049",2014-01-31,247,134
"4050",2014-02-01,278,142
"4051",2014-02-02,222,187
"4052",2014-02-03,220,161
"4053",2014-02-04,231,157
"4054",2014-02-05,237,194
"4055",2014-02-06,235,174
"4056",2014-02-07,219,183
"4057",2014-02-08,250,153
"4058",2014-02-09,234,150
"4059",2014-02-10,176,186
"4060",2014-02-11,242,205
"4061",2014-02-12,238,173
"4062",2014-02-13,236,199
"4063",2014-02-14,249,203
"4064",2014-02-15,295,219
"4065",2014-02-16,304,147
"4066",2014-02-17,227,167
"4067",2014-02-18,241,178
"4068",2014-02-19,233,177
"4069",2014-02-20,252,161
"4070",2014-02-21,231,171
"4071",2014-02-22,249,183
"4072",2014-02-23,263,155
"4073",2014-02-24,213,144
"4074",2014-02-25,216,154
"4075",2014-02-26,251,173
"4076",2014-02-27,262,142
"4077",2014-02-28,247,127
"4078",2014-03-01,285,147
"4079",2014-03-02,279,154
"4080",2014-03-03,210,167
"4081",2014-03-04,228,148
"4082",2014-03-05,240,199
"4083",2014-03-06,246,179
"4084",2014-03-07,250,220
"4085",2014-03-08,270,166
"4086",2014-03-09,268,166
"4087",2014-03-10,219,157
"4088",2014-03-11,203,173
"4089",2014-03-12,247,178
"4090",2014-03-13,231,179
"4091",2014-03-14,238,160
"4092",2014-03-15,288,189
"4093",2014-03-16,274,166
"4094",2014-03-17,207,132
"4095",2014-03-18,264,163
"4096",2014-03-19,232,176
"4097",2014-03-20,275,207
"4098",2014-03-21,216,143
"4099",2014-03-22,276,146
"4100",2014-03-23,232,217
"4101",2014-03-24,219,169
"4102",2014-03-25,261,176
"4103",2014-03-26,265,138
"4104",2014-03-27,222,167
"4105",2014-03-28,292,238
"4106",2014-03-29,299,151
"4107",2014-03-30,245,144
"4108",2014-03-31,206,125
"4109",2014-04-01,255,142
"4110",2014-04-02,235,161
"4111",2014-04-03,226,189
"4112",2014-04-04,216,182
"4113",2014-04-05,281,168
"4114",2014-04-06,258,167
"4115",2014-04-07,265,151
"4116",2014-04-08,234,178
"4117",2014-04-09,231,153
"4118",2014-04-10,275,137
"4119",2014-04-11,260,178
"4120",2014-04-12,303,166
"4121",2014-04-13,272,174
"4122",2014-04-14,222,133
"4123",2014-04-15,224,152
"4124",2014-04-16,236,151
"4125",2014-04-17,276,169
"4126",2014-04-18,270,157
"4127",2014-04-19,262,170
"4128",2014-04-20,263,184
"4129",2014-04-21,233,117
"4130",2014-04-22,252,125
"4131",2014-04-23,240,148
"4132",2014-04-24,246,162
"4133",2014-04-25,292,156
"4134",2014-04-26,285,165
"4135",2014-04-27,280,151
"4136",2014-04-28,257,124
"4137",2014-04-29,241,156
"4138",2014-04-30,214,169
"4139",2014-05-01,234,175
"4140",2014-05-02,260,166
"4141",2014-05-03,231,186
"4142",2014-05-04,226,161
"4143",2014-05-05,224,108
"4144",2014-05-06,255,197
"4145",2014-05-07,246,133
"4146",2014-05-08,225,141
"4147",2014-05-09,199,141
"4148",2014-05-10,266,144
"4149",2014-05-11,259,126
"4150",2014-05-12,203,160
"4151",2014-05-13,246,129
"4152",2014-05-14,210,172
"4153",2014-05-15,246,156
"4154",2014-05-16,249,161
"4155",2014-05-17,289,182
"4156",2014-05-18,264,154
"4157",2014-05-19,246,171
"4158",2014-05-20,263,133
"4159",2014-05-21,235,147
"4160",2014-05-22,210,186
"4161",2014-05-23,254,148
"4162",2014-05-24,262,184
"4163",2014-05-25,217,183
"4164",2014-05-26,260,184
"4165",2014-05-27,221,164
"4166",2014-05-28,220,174
"4167",2014-05-29,243,142
"4168",2014-05-30,233,161
"4169",2014-05-31,230,153
"4170",2014-06-01,254,103
"4171",2014-06-02,249,132
"4172",2014-06-03,237,140
"4173",2014-06-04,234,182
"4174",2014-06-05,271,198
"4175",2014-06-06,247,151
"4176",2014-06-07,274,135
"4177",2014-06-08,224,145
"4178",2014-06-09,232,101
"4179",2014-06-10,243,153
"4180",2014-06-11,191,149
"4181",2014-06-12,205,152
"4182",2014-06-13,234,131
"4183",2014-06-14,271,118
"4184",2014-06-15,234,137
"4185",2014-06-16,220,157
"4186",2014-06-17,229,132
"4187",2014-06-18,231,188
"4188",2014-06-19,210,133
"4189",2014-06-20,258,158
"4190",2014-06-21,281,210
"4191",2014-06-22,232,161
"4192",2014-06-23,246,119
"4193",2014-06-24,236,159
"4194",2014-06-25,247,135
"4195",2014-06-26,257,120
"4196",2014-06-27,289,143
"4197",2014-06-28,284,149
"4198",2014-06-29,380,130
"4199",2014-06-30,317,134
"4200",2014-07-01,255,141
"4201",2014-07-02,245,173
"4202",2014-07-03,239,169
"4203",2014-07-04,243,134
"4204",2014-07-05,253,182
"4205",2014-07-06,219,151
"4206",2014-07-07,235,164
"4207",2014-07-08,256,163
"4208",2014-07-09,229,189
"4209",2014-07-10,262,153
"4210",2014-07-11,257,161
"4211",2014-07-12,243,131
"4212",2014-07-13,265,131
"4213",2014-07-14,245,157
"4214",2014-07-15,266,160
"4215",2014-07-16,221,166
"4216",2014-07-17,260,133
"4217",2014-07-18,249,191
"4218",2014-07-19,264,137
"4219",2014-07-20,282,136
"4220",2014-07-21,260,108
"4221",2014-07-22,313,162
"4222",2014-07-23,268,157
"4223",2014-07-24,235,160
"4224",2014-07-25,273,156
"4225",2014-07-26,278,154
"4226",2014-07-27,257,128
"4227",2014-07-28,263,132
"4228",2014-07-29,244,199
"4229",2014-07-30,309,161
"4230",2014-07-31,258,140
"4231",2014-08-01,280,164
"4232",2014-08-02,278,180
"4233",2014-08-03,244,173
"4234",2014-08-04,246,138
"4235",2014-08-05,252,135
"4236",2014-08-06,256,129
"4237",2014-08-07,267,173
"4238",2014-08-08,280,170
"4239",2014-08-09,348,179
"4240",2014-08-10,297,182
"4241",2014-08-11,295,155
"4242",2014-08-12,215,170
"4243",2014-08-13,253,197
"4244",2014-08-14,269,138
"4245",2014-08-15,322,121
"4246",2014-08-16,311,148
"4247",2014-08-17,297,175
"4248",2014-08-18,270,151
"4249",2014-08-19,262,159
"4250",2014-08-20,265,155
"4251",2014-08-21,250,152
"4252",2014-08-22,286,134
"4253",2014-08-23,313,175
"4254",2014-08-24,316,169
"4255",2014-08-25,246,129
"4256",2014-08-26,265,159
"4257",2014-08-27,283,161
"4258",2014-08-28,236,129
"4259",2014-08-29,272,152
"4260",2014-08-30,299,187
"4261",2014-08-31,288,166
"4262",2014-09-01,289,108
"4263",2014-09-02,244,133
"4264",2014-09-03,218,157
"4265",2014-09-04,245,179
"4266",2014-09-05,309,180
"4267",2014-09-06,262,139
"4268",2014-09-07,257,179
"4269",2014-09-08,236,118
"4270",2014-09-09,235,192
"4271",2014-09-10,242,171
"4272",2014-09-11,306,155
"4273",2014-09-12,258,131
"4274",2014-09-13,250,176
"4275",2014-09-14,279,162
"4276",2014-09-15,254,128
"4277",2014-09-16,243,155
"4278",2014-09-17,256,125
"4279",2014-09-18,234,173
"4280",2014-09-19,265,161
"4281",2014-09-20,313,150
"4282",2014-09-21,315,158
"4283",2014-09-22,290,145
"4284",2014-09-23,241,155
"4285",2014-09-24,244,165
"4286",2014-09-25,268,117
"4287",2014-09-26,269,149
"4288",2014-09-27,333,155
"4289",2014-09-28,293,175
"4290",2014-09-29,250,160
"4291",2014-09-30,220,151
"4292",2014-10-01,281,151
"4293",2014-10-02,279,150
"4294",2014-10-03,252,156
"4295",2014-10-04,341,128
"4296",2014-10-05,331,133
"4297",2014-10-06,250,164
"4298",2014-10-07,266,139
"4299",2014-10-08,321,142
"4300",2014-10-09,270,139
"4301",2014-10-10,326,161
"4302",2014-10-11,327,125
"4303",2014-10-12,359,132
"4304",2014-10-13,255,148
"4305",2014-10-14,267,194
"4306",2014-10-15,289,143
"4307",2014-10-16,294,106
"4308",2014-10-17,278,138
"4309",2014-10-18,309,131
"4310",2014-10-19,314,134
"4311",2014-10-20,278,119
"4312",2014-10-21,249,150
"4313",2014-10-22,274,142
"4314",2014-10-23,272,127
"4315",2014-10-24,291,158
"4316",2014-10-25,313,164
"4317",2014-10-26,333,108
"4318",2014-10-27,257,104
"4319",2014-10-28,298,112
"4320",2014-10-29,274,128
"4321",2014-10-30,366,133
"4322",2014-10-31,268,101
"4323",2014-11-01,376,146
"4324",2014-11-02,281,119
"4325",2014-11-03,240,107
"4326",2014-11-04,272,103
"4327",2014-11-05,289,116
"4328",2014-11-06,300,130
"4329",2014-11-07,251,138
"4330",2014-11-08,308,142
"4331",2014-11-09,334,107
"4332",2014-11-10,259,130
"4333",2014-11-11,261,116
"4334",2014-11-12,269,154
"4335",2014-11-13,272,103
"4336",2014-11-14,277,133
"4337",2014-11-15,371,107
"4338",2014-11-16,309,138
"4339",2014-11-17,276,104
"4340",2014-11-18,253,101
"4341",2014-11-19,300,99
"4342",2014-11-20,233,126
"4343",2014-11-21,296,77
"4344",2014-11-22,331,119
"4345",2014-11-23,347,143
"4346",2014-11-24,272,121
"4347",2014-11-25,270,126
"4348",2014-11-26,292,164
"4349",2014-11-27,279,139
"4350",2014-11-28,233,80
"4351",2014-11-29,337,82
"4352",2014-11-30,258,107
"4353",2014-12-01,254,111
"4354",2014-12-02,249,139
"4355",2014-12-03,257,103
"4356",2014-12-04,259,84
"4357",2014-12-05,271,98
"4358",2014-12-06,328,103
"4359",2014-12-07,308,106
"4360",2014-12-08,279,72
"4361",2014-12-09,299,93
"4362",2014-12-10,295,112
"4363",2014-12-11,295,92
"4364",2014-12-12,255,78
"4365",2014-12-13,347,116
"4366",2014-12-14,280,81
"4367",2014-12-15,287,96
"4368",2014-12-16,274,94
"4369",2014-12-17,255,114
"4370",2014-12-18,326,84
"4371",2014-12-19,328,112
"4372",2014-12-20,346,117
"4373",2014-12-21,302,98
"4374",2014-12-22,313,116
"4375",2014-12-23,306,103
"4376",2014-12-24,306,123
"4377",2014-12-25,270,87
"4378",2014-12-26,190,102
"4379",2014-12-27,272,108
"4380",2014-12-28,299,113
"4381",2014-12-29,241,118
"4382",2014-12-30,311,99
"4383",2014-12-31,277,120
"4384",2015-01-01,426,149
"4385",2015-01-02,254,88
"4386",2015-01-03,303,108
"4387",2015-01-04,286,136
"4388",2015-01-05,264,114
"4389",2015-01-06,258,145
"4390",2015-01-07,289,124
"4391",2015-01-08,251,131
"4392",2015-01-09,287,135
"4393",2015-01-10,318,159
"4394",2015-01-11,289,133
"4395",2015-01-12,236,115
"4396",2015-01-13,308,123
"4397",2015-01-14,279,135
"4398",2015-01-15,343,170
"4399",2015-01-16,297,160
"4400",2015-01-17,362,137
"4401",2015-01-18,315,147
"4402",2015-01-19,282,127
"4403",2015-01-20,326,165
"4404",2015-01-21,285,132
"4405",2015-01-22,256,130
"4406",2015-01-23,288,114
"4407",2015-01-24,351,156
"4408",2015-01-25,296,101
"4409",2015-01-26,276,86
"4410",2015-01-27,285,130
"4411",2015-01-28,327,110
"4412",2015-01-29,313,150
"4413",2015-01-30,297,138
"4414",2015-01-31,313,149
"4415",2015-02-01,339,135
"4416",2015-02-02,295,106
"4417",2015-02-03,321,148
"4418",2015-02-04,321,128
"4419",2015-02-05,317,164
"4420",2015-02-06,287,112
"4421",2015-02-07,298,99
"4422",2015-02-08,266,124
"4423",2015-02-09,226,126
"4424",2015-02-10,267,137
"4425",2015-02-11,316,159
"4426",2015-02-12,280,98
"4427",2015-02-13,296,131
"4428",2015-02-14,341,124
"4429",2015-02-15,296,133
"4430",2015-02-16,282,121
"4431",2015-02-17,276,144
"4432",2015-02-18,303,138
"4433",2015-02-19,292,135
"4434",2015-02-20,319,124
"4435",2015-02-21,361,154
"4436",2015-02-22,320,140
"4437",2015-02-23,312,106
"4438",2015-02-24,334,177
"4439",2015-02-25,258,161
"4440",2015-02-26,272,168
"4441",2015-02-27,302,124
"4442",2015-02-28,350,138
"4443",2015-03-01,332,151
"4444",2015-03-02,265,128
"4445",2015-03-03,290,114
"4446",2015-03-04,311,160
"4447",2015-03-05,297,161
"4448",2015-03-06,304,156
"4449",2015-03-07,346,133
"4450",2015-03-08,318,131
"4451",2015-03-09,294,137
"4452",2015-03-10,286,158
"4453",2015-03-11,307,125
"4454",2015-03-12,284,126
"4455",2015-03-13,320,119
"4456",2015-03-14,365,141
"4457",2015-03-15,370,133
"4458",2015-03-16,302,123
"4459",2015-03-17,311,112
"4460",2015-03-18,306,138
"4461",2015-03-19,262,121
"4462",2015-03-20,340,144
"4463",2015-03-21,284,160
"4464",2015-03-22,320,127
"4465",2015-03-23,281,106
"4466",2015-03-24,292,104
"4467",2015-03-25,298,150
"4468",2015-03-26,329,162
"4469",2015-03-27,321,142
"4470",2015-03-28,371,114
"4471",2015-03-29,376,121
"4472",2015-03-30,280,96
"4473",2015-03-31,354,94
"4474",2015-04-01,294,118
"4475",2015-04-02,310,131
"4476",2015-04-03,347,96
"4477",2015-04-04,354,123
"4478",2015-04-05,293,131
"4479",2015-04-06,260,102
"4480",2015-04-07,297,121
"4481",2015-04-08,290,111
"4482",2015-04-09,317,83
"4483",2015-04-10,290,135
"4484",2015-04-11,370,93
"4485",2015-04-12,297,144
"4486",2015-04-13,268,140
"4487",2015-04-14,287,94
"4488",2015-04-15,315,137
"4489",2015-04-16,317,145
"4490",2015-04-17,299,100
"4491",2015-04-18,379,121
"4492",2015-04-19,348,93
"4493",2015-04-20,323,141
"4494",2015-04-21,266,95
"4495",2015-04-22,300,153
"4496",2015-04-23,284,133
"4497",2015-04-24,295,84
"4498",2015-04-25,350,89
"4499",2015-04-26,316,113
"4500",2015-04-27,289,116
"4501",2015-04-28,287,132
"4502",2015-04-29,312,101
"4503",2015-04-30,303,154
"4504",2015-05-01,356,144
"4505",2015-05-02,309,101
"4506",2015-05-03,313,89
"4507",2015-05-04,267,108
"4508",2015-05-05,259,123
"4509",2015-05-06,321,172
"4510",2015-05-07,345,66
"4511",2015-05-08,350,141
"4512",2015-05-09,333,116
"4513",2015-05-10,293,146
"4514",2015-05-11,273,89
"4515",2015-05-12,316,124
"4516",2015-05-13,278,94
"4517",2015-05-14,311,101
"4518",2015-05-15,346,135
"4519",2015-05-16,339,137
"4520",2015-05-17,345,124
"4521",2015-05-18,308,137
"4522",2015-05-19,312,119
"4523",2015-05-20,309,118
"4524",2015-05-21,372,96
"4525",2015-05-22,309,115
"4526",2015-05-23,419,134
"4527",2015-05-24,334,121
"4528",2015-05-25,281,126
"4529",2015-05-26,262,112
"4530",2015-05-27,307,128
"4531",2015-05-28,297,108
"4532",2015-05-29,329,108
"4533",2015-05-30,371,118
"4534",2015-05-31,337,150
"4535",2015-06-01,323,127
"4536",2015-06-02,336,116
"4537",2015-06-03,331,157
"4538",2015-06-04,272,100
"4539",2015-06-05,291,87
"4540",2015-06-06,345,137
"4541",2015-06-07,329,97
"4542",2015-06-08,282,117
"4543",2015-06-09,294,128
"4544",2015-06-10,275,142
"4545",2015-06-11,309,107
"4546",2015-06-12,342,132
"4547",2015-06-13,327,142
"4548",2015-06-14,318,102
"4549",2015-06-15,302,124
"4550",2015-06-16,314,138
"4551",2015-06-17,300,133
"4552",2015-06-18,301,107
"4553",2015-06-19,267,95
"4554",2015-06-20,349,94
"4555",2015-06-21,332,108
"4556",2015-06-22,271,117
"4557",2015-06-23,324,110
"4558",2015-06-24,295,96
"4559",2015-06-25,366,123
"4560",2015-06-26,312,114
"4561",2015-06-27,372,143
"4562",2015-06-28,394,162
"4563",2015-06-29,375,123
"4564",2015-06-30,283,117
"4565",2015-07-01,282,102
"4566",2015-07-02,315,120
"4567",2015-07-03,281,136
"4568",2015-07-04,303,134
"4569",2015-07-05,285,121
"4570",2015-07-06,285,124
"4571",2015-07-07,298,129
"4572",2015-07-08,281,128
"4573",2015-07-09,281,111
"4574",2015-07-10,276,144
"4575",2015-07-11,324,133
"4576",2015-07-12,357,126
"4577",2015-07-13,263,121
"4578",2015-07-14,264,118
"4579",2015-07-15,288,98
"4580",2015-07-16,296,134
"4581",2015-07-17,332,94
"4582",2015-07-18,353,110
"4583",2015-07-19,314,107
"4584",2015-07-20,291,104
"4585",2015-07-21,292,180
"4586",2015-07-22,315,121
"4587",2015-07-23,296,92
"4588",2015-07-24,352,110
"4589",2015-07-25,358,120
"4590",2015-07-26,336,104
"4591",2015-07-27,284,142
"4592",2015-07-28,290,132
"4593",2015-07-29,296,112
"4594",2015-07-30,289,117
"4595",2015-07-31,284,96
"4596",2015-08-01,364,121
"4597",2015-08-02,286,106
"4598",2015-08-03,289,139
"4599",2015-08-04,275,137
"4600",2015-08-05,283,134
"4601",2015-08-06,325,132
"4602",2015-08-07,282,128
"4603",2015-08-08,393,128
"4604",2015-08-09,330,106
"4605",2015-08-10,309,106
"4606",2015-08-11,287,92
"4607",2015-08-12,308,137
"4608",2015-08-13,275,141
"4609",2015-08-14,308,152
"4610",2015-08-15,314,151
"4611",2015-08-16,297,117
"4612",2015-08-17,276,132
"4613",2015-08-18,277,130
"4614",2015-08-19,304,123
"4615",2015-08-20,307,130
"4616",2015-08-21,315,119
"4617",2015-08-22,379,127
"4618",2015-08-23,286,128
"4619",2015-08-24,301,113
"4620",2015-08-25,299,153
"4621",2015-08-26,269,133
"4622",2015-08-27,286,158
"4623",2015-08-28,325,123
"4624",2015-08-29,365,156
"4625",2015-08-30,321,124
"4626",2015-08-31,264,173
"4627",2015-09-01,300,90
"4628",2015-09-02,307,106
"4629",2015-09-03,306,136
"4630",2015-09-04,276,129
"4631",2015-09-05,358,126
"4632",2015-09-06,316,120
"4633",2015-09-07,264,105
"4634",2015-09-08,278,143
"4635",2015-09-09,256,134
"4636",2015-09-10,294,114
"4637",2015-09-11,320,107
"4638",2015-09-12,361,115
"4639",2015-09-13,334,138
"4640",2015-09-14,268,127
"4641",2015-09-15,263,90
"4642",2015-09-16,326,101
"4643",2015-09-17,315,136
"4644",2015-09-18,306,120
"4645",2015-09-19,323,116
"4646",2015-09-20,319,161
"4647",2015-09-21,257,127
"4648",2015-09-22,304,115
"4649",2015-09-23,289,108
"4650",2015-09-24,282,119
"4651",2015-09-25,334,134
"4652",2015-09-26,315,125
"4653",2015-09-27,285,116
"4654",2015-09-28,287,105
"4655",2015-09-29,314,96
"4656",2015-09-30,287,121
"4657",2015-10-01,310,135
"4658",2015-10-02,311,151
"4659",2015-10-03,315,153
"4660",2015-10-04,298,109
"4661",2015-10-05,278,86
"4662",2015-10-06,294,120
"4663",2015-10-07,287,110
"4664",2015-10-08,291,119
"4665",2015-10-09,297,116
"4666",2015-10-10,315,122
"4667",2015-10-11,302,131
"4668",2015-10-12,267,119
"4669",2015-10-13,262,134
"4670",2015-10-14,261,126
"4671",2015-10-15,274,122
"4672",2015-10-16,313,114
"4673",2015-10-17,308,101
"4674",2015-10-18,270,120
"4675",2015-10-19,256,113
"4676",2015-10-20,265,126
"4677",2015-10-21,295,140
"4678",2015-10-22,268,97
"4679",2015-10-23,276,119
"4680",2015-10-24,310,149
"4681",2015-10-25,314,133
"4682",2015-10-26,290,125
"4683",2015-10-27,256,151
"4684",2015-10-28,267,123
"4685",2015-10-29,270,143
"4686",2015-10-30,260,118
"4687",2015-10-31,303,123
"4688",2015-11-01,393,129
"4689",2015-11-02,245,126
"4690",2015-11-03,251,129
"4691",2015-11-04,251,157
"4692",2015-11-05,262,116
"4693",2015-11-06,261,142
"4694",2015-11-07,243,103
"4695",2015-11-08,259,89
"4696",2015-11-09,269,107
"4697",2015-11-10,266,111
"4698",2015-11-11,242,113
"4699",2015-11-12,218,120
"4700",2015-11-13,275,125
"4701",2015-11-14,305,96
"4702",2015-11-15,303,108
"4703",2015-11-16,258,121
"4704",2015-11-17,261,116
"4705",2015-11-18,225,141
"4706",2015-11-19,269,163
"4707",2015-11-20,265,139
"4708",2015-11-21,289,141
"4709",2015-11-22,291,120
"4710",2015-11-23,241,117
"4711",2015-11-24,235,125
"4712",2015-11-25,299,126
"4713",2015-11-26,272,116
"4714",2015-11-27,188,113
"4715",2015-11-28,275,114
"4716",2015-11-29,228,146
"4717",2015-11-30,233,141
"4718",2015-12-01,248,125
"4719",2015-12-02,235,140
"4720",2015-12-03,227,141
"4721",2015-12-04,261,94
"4722",2015-12-05,318,115
"4723",2015-12-06,238,84
"4724",2015-12-07,233,101
"4725",2015-12-08,283,91
